,0
grad_edu_rate,-1.0020839301595408
poverty_rate,0.9413106294534657
married_hh_rate,-0.8627691545535309
low_edu_rate,-0.8362485346338111
uninsured_rate,0.43963846547306723
single_female_hh_rate,-0.3294738454629956
log_Drinking Water EJI,-0.1979682314096254
bach_edu_rate,-0.15140049515280155
log_MH Provider Ratio,0.10364703495056833
Lead Paint EJI,-0.06944456927485594
housing_cost_rate,0.0
