geoid,Excess Housing Costs,Married Couple HH,Single Male HH,Single Female HH,Poverty,With Insurance,Without Insurance,Edu <9th Grade,"Education 9th to 12th Grade, No Diploma (2020-2024)",Edu High School,Edu Some College,Edu Associate,Edu Bachelors,Edu Graduate,Lead Paint EJI,Drinking Water NC,Drinking Water EJI,MH Providers Male,MH Providers Female,MH Providers Total,Total HC Workers,MH Provider Ratio,Poor Mental Health %,City,pop_proxy,weight_norm,poverty_rate,housing_cost_rate,grad_edu_rate,married_hh_rate,single_female_hh_rate,uninsured_rate
3902765,379.3771,1097.8379,0.0,78.3458,26.8121,4101.4855,262.0,173.8526,68.7312,788.6561,567.3526,306.9942,644.2861,243.4624,48.0635,0.0,0.0,0,0,0,33,544.55,17.0,Columbus,4363.4855,0.0017185596702871328,0.006143244146417717,0.08692367061363819,0.05578261171906746,0.25153890418469715,0.017950752729044468,0.06002998520673285
3902766,369.9349,890.5951,49.3594,185.5029,256.0009,3884.8886,76.7345,56.5308,123.0105,799.0914,774.3093,283.5788,512.1225,279.2786,27.3835,0.0,0.0,0,1,1,54,4019.44,16.442,Columbus,3961.6231000000002,0.0015602860805972404,0.06460389836217327,0.09335606507719596,0.07047821429194212,0.2247488790947592,0.04681315767830657,0.019364571917021327
3902142,371.3696,586.18,50.2038,173.1448,290.0513,3035.5869,206.8423,65.8701,64.188,681.4136,688.2603,299.6685,224.3599,200.042,45.4597,1.0,86.8444,0,5,5,95,648.49,16.8025,Columbus,3242.4291999999996,0.001277031413735962,0.0894273567001247,0.11449906167213393,0.061676080365805436,0.18072847096523642,0.053383252515578274,0.06377271931818336
3901283,268.8916,870.8753,42.4745,67.2347,223.6487,3401.7709,176.2208,40.9055,207.4082,822.4644,427.2905,312.444,502.3647,464.4287,33.8036,0.0,0.0,4,8,12,162,306.44,17.0353,Columbus,3577.9917,0.0014091927740431584,0.062489303900872414,0.07513054584619461,0.12976523527562245,0.2433297903429058,0.018785933479532797,0.0492375548118762
3901286,373.3206,480.1615,74.5576,224.8665,704.185,3035.0655,441.2772,65.6969,173.9273,1122.097,664.2179,72.3097,131.4135,59.173,107.7156,0.1073,27.8436,8,6,14,56,250.56,21.5347,Columbus,3476.3427,0.001369158294284943,0.20250664393820025,0.10735801219707221,0.017016729469890902,0.13808288150604195,0.0646661889263891,0.1269006934519281
3901279,489.7057,472.8728,95.8163,119.8874,530.7991,3121.1991,337.6608,61.9413,155.8039,1028.4345,460.3125,240.3841,329.1034,174.2549,43.1545,0.0567,2.0373,0,0,0,44,544.55,18.6898,Columbus,3458.8599,0.0013622726898745018,0.1534163565409108,0.14153917041554195,0.05036472719603473,0.13667397341724732,0.03465094063490837,0.09759377829142735
3901288,373.7705,488.4198,24.2081,210.2223,827.2382,3060.6357,233.453,67.6951,181.5542,826.3902,470.3748,148.5163,325.1405,184.2341,83.469,0.0114,11.3653,11,50,61,322,56.12,19.1198,Columbus,3294.0887,0.0012973775185384643,0.2510518760845497,0.11343260653347512,0.05591172705001842,0.14822660160863046,0.06379867710389708,0.07084877563386989
3900511,927.9898,3407.3504,138.858,120.5603,295.688,11842.2652,324.7609,90.9862,90.8015,511.6839,839.8233,339.8712,3189.603,3063.2855,6.8735,0.0,0.0,1,8,9,99,1351.89,12.3984,Columbus,12167.0261,0.004791985756063802,0.02430040809988072,0.07626461287751511,0.2517487614527717,0.28002490888805703,0.00990795869512476,0.026689694559415847
3901584,832.0597,1930.134,280.4223,631.5541,1111.5572,9574.7806,743.2058,435.9328,568.1958,1533.1411,1981.8158,645.6613,1345.0801,690.7519,34.7235,0.3812,86.1913,2,5,7,142,1474.0,17.1235,Columbus,10317.9864,0.004063741086251145,0.107719610910622,0.0806338595426388,0.06693989828303291,0.1870468595636486,0.061203113902737576,0.07202313979210206
3900508,1200.4507,3060.8419,229.2512,337.9545,735.2372,12878.1205,550.7578,47.3194,234.5526,1304.4766,897.6817,504.0632,3728.8829,2703.4933,18.7007,0.0001,0.0967,34,120,154,3389,87.61,14.1428,Columbus,13428.8783,0.005288966507067352,0.054746378453779436,0.08938656577401748,0.20130437816402252,0.22791285457888324,0.02516437546571066,0.04100988763241436
3901586,1723.6502,1027.8544,229.6969,949.667,1577.5377,8200.932,1994.5962,138.2341,430.2549,2141.6997,1579.0886,720.7007,1491.7217,428.672,71.8864,0.4369,143.7446,21,51,72,304,142.92,19.8021,Columbus,10195.5282,0.004015510898751736,0.15471321895623258,0.16904285127167107,0.04204097626091987,0.10080435024933289,0.09313630888599905,0.19561522911298376
3900509,1270.5195,2909.2551,220.126,219.811,510.9768,11860.6973,594.7921,41.6719,184.2072,661.1692,899.5435,304.8388,3038.5542,3066.2761,11.7398,0.0,0.0,0,2,2,370,6251.04,13.3086,Columbus,12455.4894,0.004905597086670479,0.04102093162781482,0.10199659464246805,0.246158929818541,0.2335533717870783,0.01764630410234203,0.04774957701966976
3900510,635.9338,2722.6087,107.0069,143.6664,156.2639,9992.6303,202.7032,155.9127,23.2487,438.4952,680.9027,344.6454,2735.0639,2671.5624,4.2801,0.0,0.0,1,2,3,72,3470.44,12.6274,Columbus,10195.3335,0.0040154342161163046,0.015325499112009233,0.06236887014337065,0.26201206541547506,0.26701840421363227,0.014090005981071529,0.019880008828663753
3900448,568.1005,1701.8976,244.7435,510.6534,664.1445,9534.9788,226.9841,140.5226,268.2236,1313.1957,1540.8655,560.5106,1754.616,638.6375,28.6756,0.0,0.0,2,0,2,84,4941.24,17.1308,Columbus,9761.9629,0.003844751115313486,0.06802694087877768,0.0581893535619192,0.06541431187862037,0.17432183420465522,0.05230516649817444,0.023249509634006703
3900446,1498.9681,1740.9552,96.497,610.4436,778.2887,9126.5414,190.13,148.9114,97.9882,1596.3808,1113.6658,446.5378,1735.2365,1503.6438,12.1995,0.0,0.0,4,17,21,607,449.09,15.3809,Columbus,9316.6714,0.003669372965570198,0.08352824075766398,0.16087368137923388,0.16137549130569256,0.1868444512864019,0.06551460915438594,0.020405312855312756
3900451,791.4814,1622.7339,167.0957,392.3896,510.7215,7792.1772,378.7409,31.3316,123.9637,1042.4631,1086.1458,518.0259,1856.9881,1098.6627,18.7426,0.0002,0.9506,3,18,22,515,371.41,16.1067,Columbus,8170.9181,0.003218117790440501,0.0624971388296219,0.0968538096337505,0.13444367485768122,0.19857442036772247,0.04801682973303416,0.046346634335456695
3900449,599.4717,2442.377,69.5611,40.4202,56.2282,7836.9158,81.1827,27.5841,82.2727,830.0877,671.2566,361.7459,2436.2559,1559.1157,8.5179,0.0,0.0,0,3,3,59,2655.66,13.6727,Columbus,7918.0985,0.0031185447384805202,0.007100328402279628,0.07569948776366402,0.19688045299600707,0.30841604003283957,0.00510414158884373,0.010251507794731938
3901585,1452.8535,1435.9065,150.4054,893.7211,1672.3362,10442.7178,612.2193,389.6938,340.766,1946.1153,1821.6057,820.4577,1115.6217,596.7983,44.9779,0.398,105.6605,6,11,17,183,650.29,18.7091,Columbus,11054.937100000001,0.004353989272479763,0.1512613706892381,0.1314093492807588,0.053979892848702984,0.1298765077091475,0.0808363046855612,0.05537470903303167
3901587,1210.4341,2173.6494,194.4355,434.7089,1013.1646,10217.3036,670.3927,270.2246,266.3718,2019.9568,1535.6959,609.3472,1923.157,1221.6247,23.3161,0.1909,50.9204,5,11,16,194,681.23,16.0449,Columbus,10887.6963,0.004288121448670893,0.09304737427565135,0.1111642814392757,0.11219200777966414,0.19962439396900067,0.03992295202502801,0.06156776546334569
18140,243239.0,389042.0,44263.0,105665.0,260120.0,1986512.0,163630.0,41379.0,73788.0,391972.0,269583.0,110674.0,363297.0,223416.0,50.0684,0.379,16.5419,1307,3230,4541,75380,479.14,17.8581,Columbus,2150142.0,0.8468338731939218,0.12097800006790246,0.11312689435074784,0.10390750754717244,0.18093773297869026,0.04914324303081237,0.07610191508192711
805009,8857.7153,11330.8249,1476.115,3202.3112,8742.03,59616.1429,6532.4555,3208.4387,2568.8122,7343.9171,7043.2858,1937.2043,12141.9189,10957.0932,58.977,0.0,0.0,31,89,121,1619,566.48,15.6727,Denver,66148.5984,0.0464774531136337,0.13215545084851188,0.13390429442123414,0.16564111445913177,0.17129090990823007,0.04841013819367345,0.09875276128660518
805128,8274.2847,12051.1751,1482.885,3366.6888,6235.97,62144.8571,9918.5445,4123.5613,2964.1878,11574.0829,9955.7142,4327.7957,7268.0811,4768.9068,15.9049,0.0,0.0,2,25,27,366,2671.42,16.699,Denver,72063.4016,0.05063332330671055,0.08653329329803247,0.11481792003112949,0.06617562477615856,0.1672278522049089,0.046717779170457996,0.1376344530695444
805007,10353.8567,8964.6554,871.0,2721.0,9339.6354,61802.4923,5104.1947,2325.9175,1935.5451,5994.5,7049.9423,2064.428,19575.5027,11452.3118,100.1581,0.0,0.0,72,164,238,2072,282.41,16.1989,Denver,66906.687,0.047010102757234926,0.1395898710412751,0.15474838787955708,0.17116586020975436,0.13398543279488945,0.04066797287432758,0.07628711929617295
805015,10609.8265,8144.7216,1430.0,4091.0,12822.7622,52868.7426,11200.6606,4803.5,5429.7017,9906.2152,6744.0703,1665.1413,10654.3662,4663.069,162.2014,0.0,0.0,50,147,198,1558,324.7,18.0252,Denver,64069.4032,0.04501656505614627,0.2001355003178753,0.16559637477043376,0.07278039105581906,0.12712143506535636,0.06385163500890845,0.17481801331944793
805016,8104.0,9859.0,1410.0,3541.0,6029.0,54452.0,5703.0,2167.0,3483.0,11015.0,8146.0,3215.0,10227.0,4817.0,72.8476,0.0,0.0,26,46,72,497,847.6,15.3813,Denver,60155.0,0.04226621968834695,0.10022275417248487,0.13471640401622448,0.08007513797459938,0.16389055123345966,0.05886362125141299,0.0948035108717335
805011,10318.5197,9017.3141,816.0,1812.7029,5731.8253,57702.1438,4990.2033,1972.5032,2334.9506,4858.8429,5905.7498,2181.4379,21498.3522,12227.896,88.3674,0.0,0.0,102,242,346,2131,181.48,15.0794,Denver,62692.3471,0.04404901529892279,0.09142637241647608,0.1645871560110084,0.19504296014847802,0.14383207337162573,0.028913800009889724,0.07959701516718032
805129,16209.2221,7827.2662,472.7062,1150.6682,7090.9794,60411.9063,3349.9819,704.0488,1099.0809,4657.1412,8124.7633,2327.885,24048.2162,15237.6846,62.5481,0.0,0.0,181,457,641,8591,101.08,15.3323,Denver,63761.8882,0.04480049828617766,0.11120856661571363,0.2542109141787589,0.23897419063272607,0.1227558289933297,0.018046048924113826,0.05253811416905046
805012,11019.7654,11359.5056,894.1054,1669.6943,6595.0828,58866.0988,4323.8254,470.2924,516.0842,4724.3095,5900.5017,2266.3943,18564.4879,13800.1183,51.886,0.0,0.0,138,432,571,2730,111.7,14.7204,Denver,63189.9242,0.04439862386048028,0.10436756359388712,0.17438841953193018,0.21838766365123047,0.17976482768390972,0.02642300806861755,0.06842478496302797
805013,12374.5311,11900.054,930.9534,2997.3393,5047.1357,60046.2664,4151.5779,924.5535,855.3096,5672.0601,6966.2467,2591.7206,18366.6732,15522.3874,36.1734,0.0,0.0,138,299,438,4792,147.96,13.4926,Denver,64197.8443,0.0451068105843586,0.07861723610498078,0.1927531754648736,0.24178608772868518,0.1853624333857362,0.04668836850073951,0.06466748654539253
805014,12985.5031,10488.7137,1264.0,2633.3537,6712.1411,58064.4967,5596.7023,1084.2055,1163.6166,6011.3295,8180.9013,3122.668,16581.7724,10770.3336,24.9404,0.0,0.0,93,243,337,2893,190.68,14.9871,Denver,63661.199,0.04472975185034615,0.10543369857519373,0.2039750951738252,0.16917941524451582,0.16475575560938446,0.041364479100070045,0.08791248791138993
805018,9608.3512,10466.299,570.4325,1677.7718,5128.4501,61384.1976,3363.1125,1620.7931,1286.7142,4778.2585,5878.7638,2101.436,23363.3196,14220.3785,64.9902,0.0,0.0,66,219,286,1694,227.93,14.8048,Denver,64747.3101,0.045492877282289505,0.07920592973128421,0.14839539727230655,0.2196254771443062,0.16164590216849536,0.02591220986939704,0.05194131699817135
820000,118720.0,111421.0,11625.0,28866.0,79487.0,647407.0,64240.0,23406.0,23636.0,76546.0,79899.0,27807.0,182311.0,118447.0,67.1372,0.0,0.0,965,2612,3592,31464,200.13,15.5,Denver,711647.0,0.5000187589153526,0.11169426458024191,0.16682404784387786,0.16644043122442556,0.1565675727325869,0.040562188048023744,0.09026934664328432
1800123,7104.2345,4022.0227,961.4646,3403.6761,10379.475,36875.2464,3696.2342,1263.803,2604.6499,8660.3572,5516.4208,1723.5875,4236.9343,2890.8554,196.081,1.0,191.3117,15,61,76,649,537.3,20.1745,Indianapolis,40571.4806,0.0224764203969291,0.2558254966544984,0.17509983109092914,0.07125163059416188,0.09913179180865761,0.08389124967626456,0.09110200178393824
1800121,5287.7438,5198.1054,511.3647,3208.0103,4869.4892,36389.3482,2518.7041,1381.9088,1249.5267,5350.9792,5850.0073,2062.7595,6231.2148,3283.0439,57.7534,1.0,152.396,6,37,43,991,906.16,17.0629,Indianapolis,38908.0523,0.02155488849279275,0.1251505475500877,0.13590009232890002,0.08437738022213406,0.13359629938866438,0.08244894466370746,0.06473311353306849
1800118,5271.6037,7128.6757,638.8182,1667.3607,2851.6296,35336.0741,2132.0087,192.6277,395.1144,4039.0515,4468.0415,1923.8787,10021.2902,6060.5481,42.3158,1.0,74.1822,99,224,323,3323,116.59,15.1885,Indianapolis,37468.0828,0.020757151773251978,0.07610620241817076,0.14069209348246978,0.16174797051610776,0.19025487594801763,0.0444996401139555,0.05690047742508392
1800111,5313.7103,7505.7798,524.0495,1600.4652,3370.0944,37110.139,2357.4209,675.1412,796.9874,4698.5846,5303.9941,2163.1477,9390.3177,6548.2921,61.5267,1.0,92.9244,64,196,260,1754,154.01,15.0733,Indianapolis,39467.5599,0.02186485322286663,0.08538680936265931,0.13463147156782884,0.16591160449206052,0.1901711088273074,0.040550382483045704,0.05972908324937389
1800124,6979.9007,4311.9506,616.6002,4609.7625,9717.6313,36542.8895,4839.6313,1253.364,2993.8288,9215.2795,4651.8624,1942.5996,3639.683,1711.4667,170.413,0.9407,193.3417,1,12,13,409,3185.81,20.669,Indianapolis,41382.5208,0.022925733072345963,0.2348188629711757,0.1686637715948035,0.041356237142587446,0.10419487072738384,0.11139125939231348,0.11694585686387515
1800100,5714.1128,5729.9813,1043.8304,2150.0106,4621.7523,36053.6161,3084.482,975.7462,989.4476,4855.9915,5345.3667,2399.2132,7107.0965,4922.7947,45.9675,1.0,123.4999,15,53,68,3540,581.32,16.1418,Indianapolis,39138.0981,0.021682332846187823,0.11808530406580829,0.1459950044173348,0.12577690695432758,0.14640044298823535,0.05493255349182407,0.07880820329889002
1800122,3973.3027,6777.8545,470.7554,1123.3058,3084.4378,36861.6523,1264.7694,293.3528,501.0878,2878.7522,2865.0499,1072.3906,9436.4261,8167.0735,83.7491,1.0,71.1952,27,89,116,846,330.31,16.0723,Indianapolis,38126.4217,0.021121868605401602,0.080898147907022,0.10421115624506024,0.21420471502797686,0.17776849830892186,0.02946188726944524,0.03317217224788111
1800120,5569.7091,4737.7656,843.9482,3250.0159,8231.7028,33552.2649,6008.4343,1745.0754,1783.8626,6698.1316,5010.938,2069.816,4797.5796,2693.6022,83.3933,1.0,173.5124,7,25,32,891,1245.32,19.6208,Indianapolis,39560.6992,0.0219164519821753,0.20807252889683764,0.14078538618482797,0.06808610991107276,0.11975637285063831,0.08215056394746563,0.15187503119178458
1800119,4156.7551,7745.7684,340.4006,1577.3869,1814.6736,34898.7383,2061.1688,392.2871,587.6888,3717.4873,4118.7732,2387.358,9610.8179,5707.3883,15.301,0.8559,69.1935,36,161,197,1631,188.57,14.6458,Indianapolis,36959.9071,0.020475624688221127,0.049097106710349114,0.11246355747583914,0.15441688929761144,0.20956651250585787,0.04267716957628456,0.05576618545706634
1800113,4623.6429,6409.6039,766.6936,2186.5803,6601.2458,35807.5984,2842.3446,1100.3668,1604.2082,8479.368,5000.2595,2713.7387,3691.5827,1413.1763,47.2059,1.0,102.4964,1,14,15,251,2588.68,19.8791,Indianapolis,38649.943,0.021411897084804617,0.17079132584164894,0.1196256168963329,0.036562530958170934,0.16583305354283337,0.056572495527470054,0.07353881637506231
1800102,4726.6281,5216.4072,844.5474,2522.4829,5525.6363,32194.1172,4954.0346,1923.7183,1658.1564,8403.4516,5032.5995,1693.5691,3704.5999,1508.0804,107.8071,0.8895,131.5597,5,27,32,305,1177.65,19.2958,Indianapolis,37148.1518,0.020579911417522644,0.14874192363121463,0.12723380941365126,0.04059528487000341,0.1404179354641416,0.06790149378323088,0.13335525469520948
1800114,3890.3452,8549.8734,616.3378,1618.2134,3765.8548,39213.0131,3515.4354,1669.59,1870.312,6954.8881,5147.6926,3252.1614,5794.0134,2801.0043,58.8588,1.0,95.5369,16,28,44,749,973.58,17.0524,Indianapolis,42728.4485,0.02367137105157889,0.0881325393188728,0.09104599606521953,0.06555208172181301,0.20009323078438518,0.03787115108682014,0.0822719581789126
1800103,7087.8258,3628.2943,720.8711,2105.0171,8426.606,34993.7707,3731.3513,1010.2423,1406.4545,5318.417,4307.1176,1759.0003,6154.7435,4612.512,159.568,1.0,159.5166,105,166,271,8019,144.19,19.6479,Indianapolis,38725.122,0.021453545917532225,0.21759488337097113,0.1830244143733266,0.11910596160390136,0.09369113437178139,0.054356516771805856,0.09635230968905173
1800104,6561.4947,4384.387,673.0977,2116.9097,8919.1828,35660.7091,3482.9985,1523.4482,2653.9785,7186.0783,3984.583,1125.4022,6917.0503,4960.285,151.872,1.0,138.4336,18,31,49,469,808.07,19.234,Indianapolis,39143.7076,0.02168544048432062,0.22785156274867666,0.1676215024275721,0.12671661903025686,0.1120045919055479,0.054079078112720405,0.08897750714070987
1800105,5253.5143,5671.2581,974.0161,2516.8715,6159.1375,35789.4792,3066.7254,970.1541,2039.8118,8368.9977,5727.2847,1826.4502,4884.0941,2620.8656,103.7638,1.0,121.7189,38,155,193,1779,205.0,18.1672,Indianapolis,38856.204600000005,0.021526165096836282,0.15850696321062682,0.13520052083211356,0.06744863988491853,0.1459512633083235,0.06477232538750355,0.07892295474080499
1800106,5909.6101,4171.7471,1336.7399,3882.6729,8252.2229,33614.2582,5460.6999,1195.1489,2074.3105,8042.3302,6013.8854,1684.5184,3307.3635,1439.3615,79.0413,0.9779,185.4804,3,15,18,232,2170.83,20.3082,Indianapolis,39074.958099999996,0.021647353566090703,0.21118414752318002,0.1512339143387504,0.03683496374718449,0.10675994403832673,0.0993621932458772,0.13974577119837786
1800115,5424.9202,5504.083,665.7453,2196.5279,6309.0911,33728.4616,3561.5441,1796.3171,2217.4599,7840.718,4099.3926,2070.0172,3747.1815,1393.3396,78.2087,1.0,124.1894,19,83,102,1041,369.01,19.2238,Indianapolis,37290.0057,0.020658497849276973,0.16918532985555815,0.14547529888688412,0.03736395878430278,0.1475981378533859,0.0589023508153871,0.0955067859701086
1800107,5193.4911,5712.6155,1009.2858,2093.6737,6113.8852,34048.4786,4892.677,1508.6067,1905.0021,7991.9175,6012.5295,1688.1173,4895.4149,1708.8279,89.1713,0.8786,134.0261,4,16,21,293,1878.99,18.2614,Indianapolis,38941.1556,0.021573227574244104,0.15699914670363035,0.13336424293882695,0.04388118412222666,0.14669489687930887,0.053763682768500874,0.1256396037819745
1800108,3995.8189,6052.0,1015.0,2547.0,8417.7167,34108.1843,3922.5279,2006.9961,3512.8551,9579.0597,3700.9331,1277.7443,2591.8269,937.9882,96.5226,1.0,121.0532,15,96,111,661,343.76,20.1389,Indianapolis,38030.7122,0.021068845966686765,0.22133415018848404,0.10506544851272828,0.024663317682552297,0.15913035858532815,0.06697042685340893,0.10313834621413652
1800109,5360.3609,4692.639,668.8432,2109.4443,7758.4126,34030.3511,2917.055,2340.4776,2730.6132,7403.2646,4239.0184,1238.1687,5789.6698,3022.1213,140.3751,1.0,126.5815,46,95,141,5446,277.26,20.1507,Indianapolis,36947.4061,0.020468699189638707,0.2099796288641528,0.14507691848715498,0.08179300865700942,0.12700518088113144,0.05709161835806498,0.07894941373397972
1800110,5657.9031,4709.0231,573.4918,2828.8615,8039.8937,31487.1444,3908.7576,1668.0776,3454.7543,8275.4218,4753.0212,1565.9639,2869.3953,1305.0001,117.5161,1.0,126.0847,0,11,11,303,3268.9,21.1957,Indianapolis,35395.902,0.019609172796136592,0.2271355188089624,0.1598417595980575,0.036867636043402895,0.13303489384466471,0.07991833579108137,0.11042654523833752
1800112,4261.51,6797.5442,1190.1019,2322.5775,4406.9947,37984.7931,2405.4157,920.5654,1977.2492,8017.3987,5187.4878,2245.6918,4826.2485,2106.4797,46.8583,1.0,99.9158,10,15,25,561,1615.89,18.0393,Indianapolis,40390.2088,0.02237599662331636,0.10910776951047824,0.10550587928925761,0.05215193510128372,0.16829266570501847,0.05750205475405331,0.05955295153236414
1800116,3525.0995,7529.0084,562.6839,1144.4333,2957.7048,32394.0614,2967.0959,1324.0432,1095.211,7312.6234,4586.9119,2212.9586,5597.7905,2518.7818,28.3439,1.0,83.667,2,13,15,434,2371.91,16.9958,Indianapolis,35361.1573,0.019589924386361642,0.08364039486923497,0.09968564615824499,0.07122817136498627,0.21291145605531256,0.03236322066810104,0.08390596407419973
1800117,2713.5881,8467.8195,468.8608,1376.5679,2313.9539,37593.5399,1695.1499,833.5926,1225.1571,5436.7834,5103.2113,1818.694,6951.7536,4282.2484,13.9186,1.0,53.3189,12,12,24,1232,1647.42,15.7706,Indianapolis,39288.6898,0.021765759980407032,0.058894684884989855,0.06906616249232897,0.10899165714461814,0.21552268656496237,0.03503636468007951,0.04314490413716628
1836003,116884.0,132322.0,17489.0,53126.0,137526.0,800079.0,77435.0,29112.0,40990.0,155079.0,110363.0,42999.0,128268.0,74338.0,87.5815,0.9964,125.2589,597,1758,2357,39954,375.84,18.2,Indianapolis,877514.0,0.48613886593507366,0.1567221073144049,0.13319886269750375,0.08471422140932064,0.15079172435798818,0.060541415246463025,0.0882435058090175
1202844,11379.781,5476.9052,1546.5585,7896.4047,19130.8681,55058.6073,7452.8934,1665.5918,4999.2072,15531.4568,10337.4618,3612.0856,4467.3724,2137.8313,178.9883,0.0,0.0,14,80,94,708,667.94,21.6494,Jacksonville,62511.500700000004,0.03199369413705154,0.30603267963650665,0.18204008594396226,0.03419846072483227,0.08761295962680948,0.1263172103431786,0.11922244857499356
1202843,14384.073,14325.5571,1991.8587,3543.0299,7548.752,71345.445,8355.3142,1154.4431,1310.3517,9267.9221,9357.025,6339.644,20522.179,9858.4607,10.3535,0.0,0.0,43,151,194,2864,419.14,16.413,Jacksonville,79700.7592,0.04079124135209885,0.09471248910651398,0.18047372033414288,0.12369188332796548,0.17973953453213112,0.0444535972049159,0.10483224315078858
1202845,7571.0382,12839.2503,1566.3779,4384.0062,6928.3379,62229.5588,8026.6442,1682.0063,3617.1615,17012.1839,9859.5497,4954.9702,7033.7081,3278.8223,32.1789,1.4897,85.9757,7,26,33,439,2161.5,19.3179,Jacksonville,70256.203,0.035957470942824483,0.09861391578597288,0.10776173654393843,0.046668841912195114,0.18274639114227192,0.06239938415994158,0.11424656629157298
1202825,11472.2796,11731.5054,1646.1124,5208.3948,11125.8627,66785.1975,8814.2009,1416.2479,3308.8716,16357.3093,12031.265,6584.6555,10300.7416,3262.6093,37.7336,0.2434,35.1166,16,44,60,1531,1313.95,19.6287,Jacksonville,75599.39839999999,0.03869214468170179,0.14716672048648888,0.15174893046595375,0.04315598024679193,0.15517782509463604,0.0688937480519944,0.11658934458736928
1204215,7417.4655,14037.0243,1227.7717,3336.7368,4929.3285,63061.5527,6558.6979,1049.4025,1821.6021,12281.516,9856.8815,4925.0432,13054.8689,6076.1661,20.8386,0.0,0.0,5,20,25,505,2841.33,17.2052,Jacksonville,69620.2506,0.03563198737030606,0.07080206772384522,0.10654025080095302,0.08727458997985883,0.20161982410583126,0.04792698739600061,0.09420540199259218
1202238,10982.546,15113.3742,1080.9502,2749.4498,6240.5516,70844.9263,6684.9927,1177.4981,1051.5217,8652.3449,9196.6107,4746.6514,17219.1961,9334.239,10.5114,0.0,0.0,16,77,93,4662,850.42,17.0087,Jacksonville,77529.91900000001,0.03968019463907032,0.08049113412418082,0.1416537575157596,0.12039376187453676,0.19493351033282605,0.03546262362761364,0.08622357101171468
1202243,12431.6078,10242.1408,2195.5737,6332.1745,15960.9351,66490.3459,10815.4388,2182.273,4072.156,15598.3526,11361.4039,4821.5267,8668.0396,3630.9987,82.083,0.0,0.0,18,75,93,969,844.26,20.4307,Jacksonville,77305.7847,0.03956548159971719,0.20646228092319044,0.16080875499146194,0.04696869380987203,0.1324869588063465,0.08190968651164197,0.13990284089515367
1204310,9863.0562,14797.2233,1078.7816,2693.3204,4860.9808,61806.0576,5380.908,819.0,1162.3084,9958.0991,8663.9252,4362.18,16266.8807,10491.2659,23.4667,0.4609,30.4619,36,107,143,1607,496.58,16.6749,Jacksonville,67186.9656,0.034386620115216704,0.0723489803060803,0.1467979587106296,0.15614799177667021,0.2202362159332891,0.04008635141648046,0.08008737802890106
1202236,11855.836,10532.0234,1691.562,4222.7178,12348.2403,61210.3242,9161.347,2050.2132,2433.157,14808.9724,9603.487,4160.8591,11307.4565,4784.0651,59.2556,0.0,0.0,56,158,214,3296,336.55,18.6139,Jacksonville,70371.6712,0.036016568136652626,0.1754692565940285,0.1684721611079046,0.06798186026509677,0.1496607023778856,0.06000508049494078,0.1301833061582008
1202240,11936.8545,12579.86,1533.919,3536.0189,9445.3732,65624.5523,8159.353,2350.2335,2494.4414,13261.2904,10002.0805,4993.9997,13896.5286,7036.4187,73.6783,0.0,0.0,137,436,573,5319,130.42,17.4783,Jacksonville,73783.9053,0.03776296636572949,0.1280122697399464,0.16177908545746958,0.09536393211309036,0.17049367955209668,0.04792333724117418,0.11058295686394275
1202239,8026.9595,16049.08,1470.1413,3043.8703,5046.058,64920.3164,6836.3844,1228.8299,1420.0275,12339.2933,10275.3412,5331.819,15008.5428,7296.2052,10.6329,0.0,0.0,15,96,111,1858,657.17,16.3546,Jacksonville,71756.7008,0.03672543311184851,0.07032078708965546,0.11186199405095765,0.10167835812264486,0.22365655283091232,0.04241872671594851,0.09527039361328031
1202234,11719.5105,8722.4827,1165.6319,4404.313,13862.7574,58738.8311,7007.1261,1313.9477,5019.9342,12588.5419,9552.5873,4143.1157,11945.0601,7251.2325,136.1542,0.0002,0.0414,53,199,252,5372,274.95,19.9242,Jacksonville,65745.9572,0.0336491049142975,0.2108501745233618,0.17825175489642278,0.11029000898006576,0.13266747346902313,0.06698884918129716,0.10657719229020077
1202230,9529.6621,11198.0305,1030.7909,5393.7883,8645.2326,63185.6664,7031.6838,1602.1114,3172.4837,16277.3179,10320.5389,4856.9542,7927.9516,3567.0991,47.8889,0.0,0.0,32,109,141,1250,510.47,19.7792,Jacksonville,70217.3502,0.03593758588830414,0.12311927829942093,0.1357146966976162,0.05080009840504626,0.15947441755759167,0.07681451194220738,0.10014025934776234
1202233,11612.8822,7266.0664,2695.025,6046.2406,15435.9235,57929.42,9840.637,1511.8913,4480.3126,18655.517,9657.3356,4158.4997,5114.1604,2012.1336,131.0626,0.1885,6.3551,27,100,127,935,537.74,21.5643,Jacksonville,67770.057,0.034685049167417416,0.227765718631185,0.171354597582859,0.029690161096351204,0.1072148896836595,0.0892156750631763,0.14520412452767265
1235000,144185.0,154831.0,21163.0,61114.0,138925.0,847546.0,106967.0,20503.0,39445.0,186940.0,135158.0,65475.0,150808.0,71666.0,61.8725,0.1016,7.8212,467,1670,2138,31739,457.28,18.8,Jacksonville,954513.0,0.4885244575777633,0.14554527225373332,0.15105593003350395,0.07508114076901963,0.16220924994290287,0.06402630029522878,0.11206435945413058
